id,totalCost,neighbourhood,bedrooms,url
892967699,2419,Santa Tereza,2,https://www.quintoandar.com.br/imovel/892967699/
894503003,2515,Santa Tereza,2,https://www.quintoandar.com.br/imovel/894503003/
894497385,2390,Sagrada Família,3,https://www.quintoandar.com.br/imovel/894497385/
894425015,1943,Sagrada Família,2,https://www.quintoandar.com.br/imovel/894425015/
893782016,2948,São Lucas,2,https://www.quintoandar.com.br/imovel/893782016/
894421161,2894,Floresta,2,https://www.quintoandar.com.br/imovel/894421161/
894488408,2452,Santa Efigênia,2,https://www.quintoandar.com.br/imovel/894488408/
894462274,2779,São Pedro,2,https://www.quintoandar.com.br/imovel/894462274/
893307352,2391,Santo Antônio,3,https://www.quintoandar.com.br/imovel/893307352/
894484251,2822,Serra,3,https://www.quintoandar.com.br/imovel/894484251/
893540416,2763,Sion,2,https://www.quintoandar.com.br/imovel/893540416/
894508345,2558,Santa Efigênia,3,https://www.quintoandar.com.br/imovel/894508345/
894511171,1401,Prado,2,https://www.quintoandar.com.br/imovel/894511171/
894467139,2586,Santo Antônio,2,https://www.quintoandar.com.br/imovel/894467139/
894513956,2886,Floresta,3,https://www.quintoandar.com.br/imovel/894513956/
894506177,2738,Santo Antônio,3,https://www.quintoandar.com.br/imovel/894506177/
894514721,2463,Serra,2,https://www.quintoandar.com.br/imovel/894514721/
893434211,2317,Alto Barroca,3,https://www.quintoandar.com.br/imovel/893434211/
894512921,2052,Santo Antônio,2,https://www.quintoandar.com.br/imovel/894512921/
892916259,2678,Prado,3,https://www.quintoandar.com.br/imovel/892916259/
893442022,2022,Sagrada Família,2,https://www.quintoandar.com.br/imovel/893442022/
894312338,2566,Prado,3,https://www.quintoandar.com.br/imovel/894312338/
894521440,2857,Alto Barroca,3,https://www.quintoandar.com.br/imovel/894521440/
893154527,1748,Sagrada Família,2,https://www.quintoandar.com.br/imovel/893154527/
893489280,2621,Anchieta,4,https://www.quintoandar.com.br/imovel/893489280/
894526616,2734,Sion,3,https://www.quintoandar.com.br/imovel/894526616/
893225631,2562,Sagrada Família,2,https://www.quintoandar.com.br/imovel/893225631/
892908344,2575,Santa Efigênia,3,https://www.quintoandar.com.br/imovel/892908344/
892947051,2614,Floresta,3,https://www.quintoandar.com.br/imovel/892947051/
894108332,2761,Santo Antônio,4,https://www.quintoandar.com.br/imovel/894108332/
894530768,2296,Cruzeiro,3,https://www.quintoandar.com.br/imovel/894530768/
893176091,2779,Sagrada Família,2,https://www.quintoandar.com.br/imovel/893176091/
893060611,2585,Gutierrez,3,https://www.quintoandar.com.br/imovel/893060611/
894526490,2416,São Lucas,2,https://www.quintoandar.com.br/imovel/894526490/
894190890,2058,Sagrada Família,3,https://www.quintoandar.com.br/imovel/894190890/
894188597,2115,Sagrada Família,2,https://www.quintoandar.com.br/imovel/894188597/
893793704,1804,Prado,3,https://www.quintoandar.com.br/imovel/893793704/
894537687,2463,Sagrada Família,2,https://www.quintoandar.com.br/imovel/894537687/
893347509,2458,Santo Antônio,3,https://www.quintoandar.com.br/imovel/893347509/
893026743,2972,Santa Tereza,3,https://www.quintoandar.com.br/imovel/893026743/
894542955,2611,Santa Efigênia,2,https://www.quintoandar.com.br/imovel/894542955/
